stu_id,password,name,gender,room
111020008,X124242554,吳彥廷,m,C103
111062220,S114251217,金俊起,m,C103
111011206,Y141213334,林冠家,m,C103
111031158,Z115104455,王鮭魚,m,C103
111072152,M131153359,徐廷宏,m,C104
111072145,L102555419,賴冠家,m,C104
111062139,G140125341,袁竹科,m,C104
111020014,A150243510,朱家冠,m,C104
111062204,Q150044154,白宇朗,m,C105
111000222,S131423557,許廷志,m,C105
111061249,C151500301,李怡為,m,C105
111034054,N153330235,呂威言,m,C105
111031236,A142431515,黃承政,m,C106
111061143,E133231332,郭墨基,m,C106
111042001,E105021522,吳偉宇,m,C106
111061257,Z114425259,洪志翰,m,C106
